forecast_id,product_id,month,forecast_quantity,actual_quantity,mape,forecast_accuracy_status
FC0001286,PROD00342,2025-08,954,1271,24.94,High Error
FC0001287,PROD00342,2025-09,954,1067,10.59,Acceptable
FC0001288,PROD00342,2025-10,954,1002,4.79,Acceptable
FC0001289,PROD00342,2025-11,954,194,391.75,High Error
FC0001290,PROD00342,2025-12,954,1087,12.24,Acceptable
FC0001291,PROD00342,2026-01,954,968,1.45,Acceptable
FC0001292,PROD00342,2026-02,954,699,36.48,High Error
FC0001293,PROD00342,2026-03,954,833,14.53,Acceptable
FC0001294,PROD00342,2026-04,954,748,27.54,High Error
FC0001295,PROD00342,2026-05,954,669,42.6,High Error
FC0001296,PROD00342,2026-06,954,1124,15.12,Acceptable
FC0001297,PROD00278,2025-01,1780,1700,4.71,Acceptable
FC0001298,PROD00278,2025-02,1780,1856,4.09,Acceptable
FC0001299,PROD00278,2025-03,1780,1780,0.0,Acceptable
FC0001300,PROD00278,2025-04,1780,2440,27.05,High Error
FC0001301,PROD00278,2025-05,1780,1890,5.82,Acceptable
FC0001302,PROD00278,2025-06,1780,1937,8.11,Acceptable
FC0001303,PROD00278,2025-07,1780,1491,19.38,Acceptable
FC0001304,PROD00278,2025-08,1780,1499,18.75,Acceptable
FC0001305,PROD00278,2025-09,1780,1830,2.73,Acceptable
FC0001306,PROD00278,2025-10,1780,2297,22.51,High Error
FC0001307,PROD00278,2025-11,1780,1518,17.26,Acceptable
FC0001308,PROD00278,2025-12,1780,1743,2.12,Acceptable
FC0001309,PROD00278,2026-01,1780,3252,45.26,High Error
FC0001310,PROD00278,2026-02,1780,3263,45.45,High Error
FC0001311,PROD00278,2026-03,1780,1765,0.85,Acceptable
FC0001312,PROD00278,2026-04,1780,1953,8.86,Acceptable
FC0001313,PROD00278,2026-05,1780,2123,16.16,Acceptable
FC0001314,PROD00278,2026-06,1780,2044,12.92,Acceptable
FC0001315,PROD00291,2025-01,3994,4100,2.59,Acceptable
FC0001316,PROD00291,2025-02,3994,4284,6.77,Acceptable
FC0001317,PROD00291,2025-03,3994,4214,5.22,Acceptable
FC0001318,PROD00291,2025-04,3994,4134,3.39,Acceptable
FC0001319,PROD00291,2025-05,3994,3910,2.15,Acceptable
FC0001320,PROD00291,2025-06,3994,3413,17.02,Acceptable
FC0001321,PROD00291,2025-07,3994,4126,3.2,Acceptable
FC0001322,PROD00291,2025-08,3994,3933,1.55,Acceptable
FC0001323,PROD00291,2025-09,3994,3841,3.98,Acceptable
FC0001324,PROD00291,2025-10,3994,4318,7.5,Acceptable
FC0001325,PROD00291,2025-11,3994,3774,5.83,Acceptable
FC0001326,PROD00291,2025-12,3994,3811,4.8,Acceptable
FC0001327,PROD00291,2026-01,3994,4008,0.35,Acceptable
FC0001328,PROD00291,2026-02,3994,4304,7.2,Acceptable
FC0001329,PROD00291,2026-03,3994,3994,0.0,Acceptable
FC0001330,PROD00291,2026-04,3994,3872,3.15,Acceptable
FC0001331,PROD00291,2026-05,3994,4029,0.87,Acceptable
FC0001332,PROD00291,2026-06,3994,4041,1.16,Acceptable
FC0001333,PROD00318,2025-01,1964,1871,4.97,Acceptable
FC0001334,PROD00318,2025-02,1964,1878,4.58,Acceptable
FC0001335,PROD00318,2025-03,1964,1713,14.65,Acceptable
FC0001336,PROD00318,2025-04,1964,2136,8.05,Acceptable
FC0001337,PROD00318,2025-05,1964,2200,10.73,Acceptable
FC0001338,PROD00318,2025-06,1964,2073,5.26,Acceptable
FC0001339,PROD00318,2025-07,1964,1980,0.81,Acceptable
FC0001340,PROD00318,2025-08,1964,2022,2.87,Acceptable
FC0001341,PROD00318,2025-09,1964,2257,12.98,Acceptable
FC0001342,PROD00318,2025-10,1964,1799,9.17,Acceptable
FC0001343,PROD00318,2025-11,3128,3046,2.69,Acceptable
FC0001344,PROD00318,2025-12,2885,2801,3.0,Acceptable
FC0001345,PROD00318,2026-01,1964,2021,2.82,Acceptable
FC0001346,PROD00318,2026-02,1964,1819,7.97,Acceptable
FC0001347,PROD00318,2026-03,1964,1625,20.86,High Error
FC0001348,PROD00318,2026-04,1964,2766,28.99,High Error
FC0001349,PROD00318,2026-05,1964,2093,6.16,Acceptable
FC0001350,PROD00318,2026-06,1964,2235,12.13,Acceptable
FC0001351,PROD00305,2025-01,1846,1559,18.41,Acceptable
FC0001352,PROD00305,2025-02,1846,1741,6.03,Acceptable
FC0001353,PROD00305,2025-03,1846,1835,0.6,Acceptable
FC0001354,PROD00305,2025-04,1846,1646,12.15,Acceptable
FC0001355,PROD00305,2025-05,1846,2027,8.93,Acceptable
FC0001356,PROD00305,2025-06,1846,1857,0.59,Acceptable
FC0001357,PROD00305,2025-07,1846,2026,8.88,Acceptable
FC0001358,PROD00305,2025-08,1846,2163,14.66,Acceptable
FC0001359,PROD00305,2025-09,1846,1768,4.41,Acceptable
FC0001360,PROD00305,2025-10,1846,1630,13.25,Acceptable
FC0001361,PROD00305,2025-11,1846,2130,13.33,Acceptable
FC0001362,PROD00305,2025-12,1846,1973,6.44,Acceptable
FC0001363,PROD00305,2026-01,1846,1741,6.03,Acceptable
FC0001364,PROD00305,2026-02,1846,1814,1.76,Acceptable
FC0001365,PROD00305,2026-03,1846,1676,10.14,Acceptable
FC0001366,PROD00305,2026-04,1846,1558,18.49,Acceptable
FC0001367,PROD00305,2026-05,1846,1761,4.83,Acceptable
FC0001368,PROD00305,2026-06,1846,2044,9.69,Acceptable
FC0001369,PROD00269,2025-01,560,644,13.04,Acceptable
FC0001370,PROD00269,2025-02,560,604,7.28,Acceptable
FC0001371,PROD00269,2025-03,560,852,34.27,High Error
FC0001372,PROD00269,2025-04,560,781,28.3,High Error
FC0001373,PROD00269,2025-05,560,257,117.9,High Error
FC0001374,PROD00269,2025-06,560,672,16.67,Acceptable
FC0001375,PROD00269,2025-07,560,471,18.9,Acceptable
FC0001376,PROD00269,2025-08,560,388,44.33,High Error
FC0001377,PROD00269,2025-09,560,524,6.87,Acceptable
FC0001378,PROD00269,2025-10,560,686,18.37,Acceptable
FC0001379,PROD00269,2025-11,560,497,12.68,Acceptable
FC0001380,PROD00269,2025-12,560,677,17.28,Acceptable
FC0001381,PROD00269,2026-01,560,759,26.22,High Error
FC0001382,PROD00269,2026-02,560,725,22.76,High Error
FC0001383,PROD00269,2026-03,560,713,21.46,High Error
FC0001384,PROD00269,2026-04,560,710,21.13,High Error
FC0001385,PROD00269,2026-05,560,695,19.42,Acceptable
FC0001386,PROD00269,2026-06,560,450,24.44,High Error
FC0001387,PROD00070,2025-01,4821,4673,3.17,Acceptable
FC0001388,PROD00070,2025-02,4821,3403,41.67,High Error
FC0001389,PROD00070,2025-03,4821,4691,2.77,Acceptable
FC0001390,PROD00070,2025-04,4821,5053,4.59,Acceptable
FC0001391,PROD00070,2025-05,4821,4591,5.01,Acceptable
FC0001392,PROD00070,2025-06,4821,4896,1.53,Acceptable
FC0001393,PROD00070,2025-07,4821,4594,4.94,Acceptable
FC0001394,PROD00070,2025-08,4821,4789,0.67,Acceptable
FC0001395,PROD00070,2025-09,4821,5147,6.33,Acceptable
FC0001396,PROD00070,2025-10,4821,5029,4.14,Acceptable
FC0001397,PROD00070,2025-11,4821,5062,4.76,Acceptable
FC0001398,PROD00070,2025-12,4821,4912,1.85,Acceptable
FC0001399,PROD00070,2026-01,4821,4873,1.07,Acceptable
FC0001400,PROD00070,2026-02,4821,4548,6.0,Acceptable
FC0001401,PROD00070,2026-03,4821,4655,3.57,Acceptable
FC0001402,PROD00070,2026-04,4821,5054,4.61,Acceptable
FC0001403,PROD00070,2026-05,4821,5116,5.77,Acceptable
FC0001404,PROD00070,2026-06,4821,4734,1.84,Acceptable
FC0001405,PROD00456,2025-01,4547,4762,4.51,Acceptable
FC0001406,PROD00456,2025-02,4547,4240,7.24,Acceptable
FC0001407,PROD00456,2025-03,4547,4663,2.49,Acceptable
FC0001408,PROD00456,2025-04,4547,4862,6.48,Acceptable
FC0001409,PROD00456,2025-05,4547,4143,9.75,Acceptable
FC0001410,PROD00456,2025-06,4547,4781,4.89,Acceptable
FC0001411,PROD00456,2025-07,4547,4821,5.68,Acceptable
FC0001412,PROD00456,2025-08,4547,4915,7.49,Acceptable
FC0001413,PROD00456,2025-09,4547,4373,3.98,Acceptable
FC0001414,PROD00456,2025-10,4547,4520,0.6,Acceptable
FC0001415,PROD00456,2025-11,4547,4808,5.43,Acceptable
FC0001416,PROD00456,2025-12,4547,4223,7.67,Acceptable
FC0001417,PROD00456,2026-01,4547,4390,3.58,Acceptable
FC0001418,PROD00456,2026-02,4547,4268,6.54,Acceptable
FC0001419,PROD00456,2026-03,4547,4649,2.19,Acceptable
FC0001420,PROD00456,2026-04,4547,4546,0.02,Acceptable
FC0001421,PROD00456,2026-05,4547,4489,1.29,Acceptable
FC0001422,PROD00456,2026-06,4547,4295,5.87,Acceptable
FC0001423,PROD00466,2025-01,1036,1008,2.78,Acceptable
FC0001424,PROD00466,2025-02,1036,876,18.26,Acceptable
FC0001425,PROD00466,2025-03,1036,753,37.58,High Error
FC0001426,PROD00466,2025-04,1036,1265,18.1,Acceptable
FC0001427,PROD00466,2025-05,1036,1141,9.2,Acceptable
FC0001428,PROD00466,2025-06,1036,2008,48.41,High Error
FC0001429,PROD00466,2025-07,1036,1147,9.68,Acceptable
FC0001430,PROD00466,2025-08,1036,1131,8.4,Acceptable
FC0001431,PROD00466,2025-09,1036,1354,23.49,High Error
FC0001432,PROD00466,2025-10,1036,1369,24.32,High Error
FC0001433,PROD00466,2025-11,1036,805,28.7,High Error
FC0001434,PROD00466,2025-12,1036,1086,4.6,Acceptable
FC0001435,PROD00466,2026-01,1036,990,4.65,Acceptable
FC0001436,PROD00466,2026-02,1036,1252,17.25,Acceptable
FC0001437,PROD00466,2026-03,1036,1095,5.39,Acceptable
FC0001438,PROD00466,2026-04,1036,851,21.74,High Error
FC0001439,PROD00466,2026-05,1036,694,49.28,High Error
FC0001440,PROD00466,2026-06,1036,1055,1.8,Acceptable
FC0001441,PROD00155,2025-01,2505,2334,7.33,Acceptable
FC0001442,PROD00155,2025-02,2505,2245,11.58,Acceptable
FC0001443,PROD00155,2025-03,2505,1662,50.72,High Error
FC0001444,PROD00155,2025-04,2505,2462,1.75,Acceptable
FC0001445,PROD00155,2025-05,2505,2616,4.24,Acceptable
FC0001446,PROD00155,2025-06,2505,2765,9.4,Acceptable
FC0001447,PROD00155,2025-07,2505,3377,25.82,High Error
FC0001448,PROD00155,2025-08,2505,2774,9.7,Acceptable
FC0001449,PROD00155,2025-09,2505,2739,8.54,Acceptable
FC0001450,PROD00155,2025-10,2505,2614,4.17,Acceptable
FC0001451,PROD00155,2025-11,2505,2393,4.68,Acceptable
FC0001452,PROD00155,2025-12,2505,2971,15.68,Acceptable
FC0001453,PROD00155,2026-01,2505,2760,9.24,Acceptable
FC0001454,PROD00155,2026-02,2505,2283,9.72,Acceptable
FC0001455,PROD00155,2026-03,2505,2355,6.37,Acceptable
FC0001456,PROD00155,2026-04,2505,2223,12.69,Acceptable
FC0001457,PROD00155,2026-05,2505,2376,5.43,Acceptable
FC0001458,PROD00155,2026-06,2505,2534,1.14,Acceptable
FC0001459,PROD00083,2025-01,3681,3528,4.34,Acceptable
FC0001460,PROD00083,2025-02,3681,3813,3.46,Acceptable
FC0001461,PROD00083,2025-03,3681,3858,4.59,Acceptable
FC0001462,PROD00083,2025-04,3681,3566,3.22,Acceptable
FC0001463,PROD00083,2025-05,3681,3774,2.46,Acceptable
FC0001464,PROD00083,2025-06,3681,3978,7.47,Acceptable
FC0001465,PROD00083,2025-07,3681,3638,1.18,Acceptable
FC0001466,PROD00083,2025-08,3681,3650,0.85,Acceptable
FC0001467,PROD00083,2025-09,3681,3924,6.19,Acceptable
FC0001468,PROD00083,2025-10,3681,3450,6.7,Acceptable
FC0001469,PROD00083,2025-11,3681,3834,3.99,Acceptable
FC0001470,PROD00083,2025-12,3681,3529,4.31,Acceptable
FC0001471,PROD00083,2026-01,3681,3753,1.92,Acceptable
FC0001472,PROD00083,2026-02,3681,3528,4.34,Acceptable
FC0001473,PROD00083,2026-03,3681,3979,7.49,Acceptable
FC0001474,PROD00083,2026-04,3681,5087,27.64,High Error
FC0001475,PROD00083,2026-05,3681,3612,1.91,Acceptable
FC0001476,PROD00083,2026-06,3681,4558,19.24,Acceptable
FC0001477,PROD00478,2025-01,2912,3909,25.51,High Error
FC0001478,PROD00478,2025-02,2912,2640,10.3,Acceptable
FC0001479,PROD00478,2025-03,2912,2128,36.84,High Error
FC0001480,PROD00478,2025-04,2912,2830,2.9,Acceptable
FC0001481,PROD00478,2025-05,2912,3219,9.54,Acceptable
FC0001482,PROD00478,2025-06,2912,3207,9.2,Acceptable
FC0001483,PROD00478,2025-07,2912,3003,3.03,Acceptable
FC0001484,PROD00478,2025-08,2912,3056,4.71,Acceptable
FC0001485,PROD00478,2025-09,2912,2735,6.47,Acceptable
FC0001486,PROD00478,2025-10,2912,3783,23.02,High Error
FC0001487,PROD00478,2025-11,2912,3076,5.33,Acceptable
FC0001488,PROD00478,2025-12,2912,2683,8.54,Acceptable
FC0001489,PROD00478,2026-01,2912,1487,95.83,High Error
FC0001490,PROD00478,2026-02,2912,2716,7.22,Acceptable
FC0001491,PROD00478,2026-03,2912,3191,8.74,Acceptable
FC0001492,PROD00478,2026-04,2912,3163,7.94,Acceptable
FC0001493,PROD00478,2026-05,2912,3172,8.2,Acceptable
FC0001494,PROD00478,2026-06,2912,2603,11.87,Acceptable
FC0001495,PROD00173,2025-01,1358,1010,34.46,High Error
FC0001496,PROD00173,2025-02,1358,1701,20.16,High Error
FC0001497,PROD00173,2025-03,1358,1644,17.4,Acceptable
FC0001498,PROD00173,2025-04,1358,1313,3.43,Acceptable
FC0001499,PROD00173,2025-05,1358,1444,5.96,Acceptable
FC0001500,PROD00173,2025-06,1358,2146,36.72,High Error
FC0001501,PROD00173,2025-07,1358,1070,26.92,High Error
FC0001502,PROD00173,2025-08,1358,1405,3.35,Acceptable
FC0001503,PROD00173,2025-09,1358,1251,8.55,Acceptable
FC0001504,PROD00173,2025-10,1358,2837,52.13,High Error
FC0001505,PROD00173,2025-11,1358,1039,30.7,High Error
FC0001506,PROD00173,2025-12,1358,1196,13.55,Acceptable
FC0001507,PROD00173,2026-01,1358,1284,5.76,Acceptable
FC0001508,PROD00173,2026-02,1358,1541,11.88,Acceptable
FC0001509,PROD00173,2026-03,1358,2728,50.22,High Error
FC0001510,PROD00173,2026-04,1358,1129,20.28,High Error
FC0001511,PROD00173,2026-05,1358,1288,5.43,Acceptable
FC0001512,PROD00173,2026-06,1358,1254,8.29,Acceptable
FC0001513,PROD00322,2025-01,3910,3875,0.9,Acceptable
FC0001514,PROD00322,2025-02,3910,3760,3.99,Acceptable
FC0001515,PROD00322,2025-03,3910,3670,6.54,Acceptable
FC0001516,PROD00322,2025-04,3910,3819,2.38,Acceptable
FC0001517,PROD00322,2025-05,3910,3900,0.26,Acceptable
FC0001518,PROD00322,2025-06,3910,4231,7.59,Acceptable
FC0001519,PROD00322,2025-07,3910,3693,5.88,Acceptable
FC0001520,PROD00322,2025-08,3910,4259,8.19,Acceptable
FC0001521,PROD00322,2025-09,3910,3670,6.54,Acceptable
FC0001522,PROD00322,2025-10,3910,4196,6.82,Acceptable
FC0001523,PROD00322,2025-11,3910,3608,8.37,Acceptable
FC0001524,PROD00322,2025-12,3910,3628,7.77,Acceptable
FC0001525,PROD00322,2026-01,3910,3859,1.32,Acceptable
FC0001526,PROD00322,2026-02,3910,5045,22.5,High Error
FC0001527,PROD00322,2026-03,3910,4142,5.6,Acceptable
FC0001528,PROD00322,2026-04,3910,3919,0.23,Acceptable
FC0001529,PROD00322,2026-05,3910,3869,1.06,Acceptable
FC0001530,PROD00322,2026-06,3910,3768,3.77,Acceptable
FC0001531,PROD00091,2025-01,3759,4593,18.16,Acceptable
FC0001532,PROD00091,2025-02,3759,3485,7.86,Acceptable
FC0001533,PROD00091,2025-03,3759,3941,4.62,Acceptable
FC0001534,PROD00091,2025-04,3759,2595,44.86,High Error
FC0001535,PROD00091,2025-05,3759,4086,8.0,Acceptable
FC0001536,PROD00091,2025-06,3759,3835,1.98,Acceptable
FC0001537,PROD00091,2025-07,3759,3835,1.98,Acceptable
FC0001538,PROD00091,2025-08,3759,4032,6.77,Acceptable
FC0001539,PROD00091,2025-09,3759,4055,7.3,Acceptable
FC0001540,PROD00091,2025-10,3759,3609,4.16,Acceptable
FC0001541,PROD00091,2025-11,3759,4031,6.75,Acceptable
FC0001542,PROD00091,2025-12,3759,3538,6.25,Acceptable
FC0001543,PROD00091,2026-01,3759,4648,19.13,Acceptable
FC0001544,PROD00091,2026-02,3759,3528,6.55,Acceptable
FC0001545,PROD00091,2026-03,3759,3751,0.21,Acceptable
FC0001546,PROD00091,2026-04,3759,4054,7.28,Acceptable
FC0001547,PROD00091,2026-05,3759,3438,9.34,Acceptable
FC0001548,PROD00091,2026-06,3759,3592,4.65,Acceptable
FC0001549,PROD00181,2025-01,3317,3143,5.54,Acceptable
FC0001550,PROD00181,2025-02,3317,3660,9.37,Acceptable
FC0001551,PROD00181,2025-03,3317,3541,6.33,Acceptable
FC0001552,PROD00181,2025-04,3317,3542,6.35,Acceptable
FC0001553,PROD00181,2025-05,3317,3519,5.74,Acceptable
FC0001554,PROD00181,2025-06,3317,3047,8.86,Acceptable
FC0001555,PROD00181,2025-07,3317,3474,4.52,Acceptable
FC0001556,PROD00181,2025-08,3317,3503,5.31,Acceptable
FC0001557,PROD00181,2025-09,3317,3305,0.36,Acceptable
FC0001558,PROD00181,2025-10,3317,3066,8.19,Acceptable
FC0001559,PROD00181,2025-11,3317,3550,6.56,Acceptable
FC0001560,PROD00181,2025-12,3317,3133,5.87,Acceptable
FC0001561,PROD00181,2026-01,3317,2999,10.6,Acceptable
FC0001562,PROD00181,2026-02,3317,3620,8.37,Acceptable
FC0001563,PROD00181,2026-03,3317,3655,9.25,Acceptable
FC0001564,PROD00181,2026-04,3317,3263,1.65,Acceptable
FC0001565,PROD00181,2026-05,3317,4439,25.28,High Error
FC0001566,PROD00181,2026-06,3317,3345,0.84,Acceptable
FC0001567,PROD00415,2025-01,2130,2421,12.02,Acceptable
FC0001568,PROD00415,2025-02,2130,2731,22.01,High Error
FC0001569,PROD00415,2025-03,2130,2373,10.24,Acceptable
FC0001570,PROD00415,2025-04,2130,2253,5.46,Acceptable
FC0001571,PROD00415,2025-05,2130,2189,2.7,Acceptable
FC0001572,PROD00415,2025-06,2130,1807,17.87,Acceptable
FC0001573,PROD00415,2025-07,2130,2474,13.9,Acceptable
FC0001574,PROD00415,2025-08,2130,1938,9.91,Acceptable
FC0001575,PROD00415,2025-09,2130,2708,21.34,High Error
FC0001576,PROD00415,2025-10,2130,2120,0.47,Acceptable
FC0001577,PROD00415,2025-11,2130,2167,1.71,Acceptable
FC0001578,PROD00415,2025-12,2130,1823,16.84,Acceptable
FC0001579,PROD00415,2026-01,2130,1973,7.96,Acceptable
FC0001580,PROD00415,2026-02,2130,1927,10.53,Acceptable
FC0001581,PROD00415,2026-03,2130,1813,17.48,Acceptable
FC0001582,PROD00415,2026-04,2130,2307,7.67,Acceptable
FC0001583,PROD00415,2026-05,2130,2323,8.31,Acceptable
FC0001584,PROD00415,2026-06,2130,1926,10.59,Acceptable
FC0001585,PROD00313,2025-01,3175,3377,5.98,Acceptable
FC0001586,PROD00313,2025-02,3175,3157,0.57,Acceptable
FC0001587,PROD00313,2025-03,3175,3029,4.82,Acceptable
FC0001588,PROD00313,2025-04,3175,3382,6.12,Acceptable
FC0001589,PROD00313,2025-05,3175,3633,12.61,Acceptable
FC0001590,PROD00313,2025-06,3175,3527,9.98,Acceptable
FC0001591,PROD00313,2025-07,3175,2909,9.14,Acceptable
FC0001592,PROD00313,2025-08,3175,3202,0.84,Acceptable
FC0001593,PROD00313,2025-09,3175,3393,6.42,Acceptable
FC0001594,PROD00313,2025-10,3175,3482,8.82,Acceptable
FC0001595,PROD00313,2025-11,3175,3356,5.39,Acceptable
FC0001596,PROD00313,2025-12,3175,2888,9.94,Acceptable
FC0001597,PROD00313,2026-01,3175,3357,5.42,Acceptable
FC0001598,PROD00313,2026-02,3175,3389,6.31,Acceptable
FC0001599,PROD00313,2026-03,3175,2448,29.7,High Error
FC0001600,PROD00313,2026-04,3175,2847,11.52,Acceptable
FC0001601,PROD00313,2026-05,3175,3182,0.22,Acceptable
FC0001602,PROD00313,2026-06,3175,2945,7.81,Acceptable
FC0001603,PROD00279,2025-01,2742,1476,85.77,High Error
FC0001604,PROD00279,2025-02,2742,2958,7.3,Acceptable
FC0001605,PROD00279,2025-03,2742,4151,33.94,High Error
FC0001606,PROD00279,2025-04,2742,2787,1.61,Acceptable
FC0001607,PROD00279,2025-05,2742,1379,98.84,High Error
FC0001608,PROD00279,2025-06,2742,2373,15.55,Acceptable
FC0001609,PROD00279,2025-07,2742,2758,0.58,Acceptable
FC0001610,PROD00279,2025-08,2742,3064,10.51,Acceptable
FC0001611,PROD00279,2025-09,2742,1795,52.76,High Error
FC0001612,PROD00279,2025-10,2742,3073,10.77,Acceptable
FC0001613,PROD00279,2025-11,3771,3429,9.97,Acceptable
FC0001614,PROD00279,2025-12,4626,4970,6.92,Acceptable
FC0001615,PROD00279,2026-01,2742,2717,0.92,Acceptable
FC0001616,PROD00279,2026-02,2742,2646,3.63,Acceptable
FC0001617,PROD00279,2026-03,2742,2786,1.58,Acceptable
FC0001618,PROD00279,2026-04,2742,2721,0.77,Acceptable
FC0001619,PROD00279,2026-05,2742,2670,2.7,Acceptable
FC0001620,PROD00279,2026-06,2742,2551,7.49,Acceptable
FC0001621,PROD00382,2025-01,4940,4654,6.15,Acceptable
FC0001622,PROD00382,2025-02,4940,4649,6.26,Acceptable
FC0001623,PROD00382,2025-03,4940,5267,6.21,Acceptable
FC0001624,PROD00382,2025-04,4940,4805,2.81,Acceptable
FC0001625,PROD00382,2025-05,4940,4487,10.1,Acceptable
FC0001626,PROD00382,2025-06,4940,5206,5.11,Acceptable
FC0001627,PROD00382,2025-07,4940,3834,28.85,High Error
FC0001628,PROD00382,2025-08,4940,4905,0.71,Acceptable
FC0001629,PROD00382,2025-09,4940,4829,2.3,Acceptable
FC0001630,PROD00382,2025-10,4940,4628,6.74,Acceptable
FC0001631,PROD00382,2025-11,4940,4941,0.02,Acceptable
FC0001632,PROD00382,2025-12,4940,4728,4.48,Acceptable
FC0001633,PROD00382,2026-01,4940,5011,1.42,Acceptable
FC0001634,PROD00382,2026-02,4940,4724,4.57,Acceptable
FC0001635,PROD00382,2026-03,4940,5131,3.72,Acceptable
FC0001636,PROD00382,2026-04,4940,5167,4.39,Acceptable
FC0001637,PROD00382,2026-05,4940,4680,5.56,Acceptable
FC0001638,PROD00382,2026-06,4940,5242,5.76,Acceptable
FC0001639,PROD00473,2025-01,994,0,0.0,Acceptable
FC0001640,PROD00473,2025-02,994,856,16.12,Acceptable
FC0001641,PROD00473,2025-03,994,667,49.03,High Error
FC0001642,PROD00473,2025-04,994,1356,26.7,High Error
FC0001643,PROD00473,2025-05,994,1034,3.87,Acceptable
FC0001644,PROD00473,2025-06,994,1021,2.64,Acceptable
FC0001645,PROD00473,2025-07,994,1043,4.7,Acceptable
FC0001646,PROD00473,2025-08,994,895,11.06,Acceptable
FC0001647,PROD00473,2025-09,994,1205,17.51,Acceptable
FC0001648,PROD00473,2025-10,994,840,18.33,Acceptable
FC0001649,PROD00473,2025-11,994,958,3.76,Acceptable
FC0001650,PROD00473,2025-12,994,480,107.08,High Error
FC0001651,PROD00473,2026-01,994,1046,4.97,Acceptable
FC0001652,PROD00473,2026-02,994,823,20.78,High Error
FC0001653,PROD00473,2026-03,994,667,49.03,High Error
FC0001654,PROD00473,2026-04,994,914,8.75,Acceptable
FC0001655,PROD00473,2026-05,994,1302,23.66,High Error
FC0001656,PROD00473,2026-06,994,312,218.59,High Error
FC0001657,PROD00363,2025-01,4697,4932,4.76,Acceptable
FC0001658,PROD00363,2025-02,4697,4360,7.73,Acceptable
FC0001659,PROD00363,2025-03,4697,4975,5.59,Acceptable
FC0001660,PROD00363,2025-04,4697,4976,5.61,Acceptable
FC0001661,PROD00363,2025-05,4697,4623,1.6,Acceptable
FC0001662,PROD00363,2025-06,4697,5003,6.12,Acceptable
FC0001663,PROD00363,2025-07,4697,5422,13.37,Acceptable
FC0001664,PROD00363,2025-08,4697,4503,4.31,Acceptable
FC0001665,PROD00363,2025-09,4697,4803,2.21,Acceptable
FC0001666,PROD00363,2025-10,4697,4434,5.93,Acceptable
FC0001667,PROD00363,2025-11,5932,5771,2.79,Acceptable
FC0001668,PROD00363,2025-12,6967,6742,3.34,Acceptable
FC0001669,PROD00363,2026-01,4697,4728,0.66,Acceptable
FC0001670,PROD00363,2026-02,4697,4705,0.17,Acceptable
FC0001671,PROD00363,2026-03,4697,4933,4.78,Acceptable
FC0001672,PROD00363,2026-04,4697,4433,5.96,Acceptable
FC0001673,PROD00363,2026-05,4697,4691,0.13,Acceptable
FC0001674,PROD00363,2026-06,4697,4474,4.98,Acceptable
FC0001675,PROD00325,2025-01,3426,3452,0.75,Acceptable
FC0001676,PROD00325,2025-02,3426,3510,2.39,Acceptable
FC0001677,PROD00325,2025-03,3426,3717,7.83,Acceptable
FC0001678,PROD00325,2025-04,3426,3217,6.5,Acceptable
FC0001679,PROD00325,2025-05,3426,2738,25.13,High Error
FC0001680,PROD00325,2025-06,3426,3177,7.84,Acceptable
FC0001681,PROD00325,2025-07,3426,4074,15.91,Acceptable
FC0001682,PROD00325,2025-08,3426,3734,8.25,Acceptable
FC0001683,PROD00325,2025-09,3426,3656,6.29,Acceptable
FC0001684,PROD00325,2025-10,3426,3755,8.76,Acceptable
FC0001685,PROD00325,2025-11,3426,3234,5.94,Acceptable
FC0001686,PROD00325,2025-12,3426,3734,8.25,Acceptable
FC0001687,PROD00325,2026-01,3426,3252,5.35,Acceptable
FC0001688,PROD00325,2026-02,3426,3184,7.6,Acceptable
FC0001689,PROD00325,2026-03,3426,3325,3.04,Acceptable
FC0001690,PROD00325,2026-04,3426,3225,6.23,Acceptable
FC0001691,PROD00325,2026-05,3426,4486,23.63,High Error
FC0001692,PROD00325,2026-06,3426,3578,4.25,Acceptable
FC0001693,PROD00432,2025-01,4724,4624,2.16,Acceptable
FC0001694,PROD00432,2025-02,4724,4710,0.3,Acceptable
FC0001695,PROD00432,2025-03,4724,4762,0.8,Acceptable
FC0001696,PROD00432,2025-04,4724,4751,0.57,Acceptable
FC0001697,PROD00432,2025-05,4724,4597,2.76,Acceptable
FC0001698,PROD00432,2025-06,4724,3791,24.61,High Error
FC0001699,PROD00432,2025-07,4724,4440,6.4,Acceptable
FC0001700,PROD00432,2025-08,4724,4389,7.63,Acceptable
FC0001701,PROD00432,2025-09,4724,4087,15.59,Acceptable
FC0001702,PROD00432,2025-10,4724,4961,4.78,Acceptable
FC0001703,PROD00432,2025-11,4724,4688,0.77,Acceptable
FC0001704,PROD00432,2025-12,4724,4662,1.33,Acceptable
FC0001705,PROD00432,2026-01,4724,5031,6.1,Acceptable
FC0001706,PROD00432,2026-02,4724,5068,6.79,Acceptable
FC0001707,PROD00432,2026-03,4724,4402,7.31,Acceptable
FC0001708,PROD00432,2026-04,4724,4754,0.63,Acceptable
FC0001709,PROD00432,2026-05,4724,5005,5.61,Acceptable
FC0001710,PROD00432,2026-06,4724,3769,25.34,High Error
FC0001711,PROD00348,2025-01,4419,4093,7.96,Acceptable
FC0001712,PROD00348,2025-02,4419,4198,5.26,Acceptable
FC0001713,PROD00348,2025-03,4419,4382,0.84,Acceptable
FC0001714,PROD00348,2025-04,4419,4478,1.32,Acceptable
