shipment_id,po_number,carrier,warehouse_id,destination,status,eta
SHP001011,PO002876,FedEx,WH003,"Dallas, TX",Exception,2025-11-26
SHP001012,PO000732,J.B. Hunt,WH002,"Seattle, WA",Delivered,2025-03-09
SHP001013,PO001174,UPS,WH002,"Dallas, TX",Delayed,2026-04-14
SHP001014,PO001578,J.B. Hunt,WH007,"Chicago, IL",Delivered,2025-10-22
SHP001015,PO002303,FedEx,WH002,"Dallas, TX",In Transit,2026-03-10
SHP001016,PO002740,DHL,WH006,"New York, NY",Delayed,2025-01-03
SHP001017,PO002268,J.B. Hunt,WH008,"Atlanta, GA",Exception,2025-04-15
SHP001018,PO001663,Ryder,WH006,"New York, NY",Delivered,2025-01-29
SHP001019,PO001741,J.B. Hunt,WH004,"Atlanta, GA",Exception,2026-01-11
SHP001020,PO002586,J.B. Hunt,WH005,"Chicago, IL",Delayed,2026-01-02
SHP001021,PO000723,Ryder,WH005,"Chicago, IL",Delivered,2025-01-17
SHP001022,PO002855,DHL,WH002,"New York, NY",Delivered,2026-06-06
SHP001023,PO001257,Ryder,WH007,"Atlanta, GA",In Transit,2026-07-13
SHP001024,PO000646,XPO Logistics,WH008,"Chicago, IL",Delayed,2025-02-06
SHP001025,PO001126,FedEx,WH006,"Atlanta, GA",Delayed,2025-12-03
SHP001026,PO000073,FedEx,WH001,"New York, NY",Delivered,2025-12-09
SHP001027,PO002864,DHL,WH008,"Seattle, WA",In Transit,2026-04-14
SHP001028,PO001506,J.B. Hunt,WH007,"Dallas, TX",Delivered,2026-03-30
SHP001029,PO002467,Ryder,WH007,"New York, NY",Exception,2025-04-05
SHP001030,PO001813,UPS,WH006,"Dallas, TX",Delayed,2025-04-26
SHP001031,PO000481,DHL,WH004,"Seattle, WA",In Transit,2026-07-09
SHP001032,PO001621,J.B. Hunt,WH006,"New York, NY",Delayed,2026-01-04
SHP001033,PO002102,XPO Logistics,WH001,"Seattle, WA",In Transit,2026-05-12
SHP001034,PO002960,XPO Logistics,WH002,"Atlanta, GA",In Transit,2025-05-20
SHP001035,PO002585,Ryder,WH005,"New York, NY",Exception,2026-07-31
SHP001036,PO002302,FedEx,WH003,"Seattle, WA",Delivered,2026-03-22
SHP001037,PO000766,FedEx,WH001,"Chicago, IL",Exception,2025-05-08
SHP001038,PO000372,FedEx,WH003,"Dallas, TX",In Transit,2025-12-29
SHP001039,PO000541,J.B. Hunt,WH007,"New York, NY",Delayed,2026-01-10
SHP001040,PO000927,XPO Logistics,WH004,"Atlanta, GA",Delivered,2025-12-09
SHP001041,PO000877,J.B. Hunt,WH006,"Seattle, WA",Delayed,2025-07-19
SHP001042,PO000165,XPO Logistics,WH006,"New York, NY",In Transit,2025-07-29
SHP001043,PO000107,UPS,WH008,"New York, NY",Delayed,2025-03-29
SHP001044,PO000801,FedEx,WH002,"Dallas, TX",Exception,2025-01-03
SHP001045,PO001493,UPS,WH008,"New York, NY",Delivered,2025-08-25
SHP001046,PO001964,UPS,WH004,"Dallas, TX",Delayed,2025-06-13
SHP001047,PO002276,UPS,WH005,"Dallas, TX",Delayed,2025-08-29
SHP001048,PO002537,Ryder,WH008,"Dallas, TX",Exception,2025-01-13
SHP001049,PO000121,J.B. Hunt,WH008,"New York, NY",In Transit,2026-05-17
SHP001050,PO002951,UPS,WH008,"New York, NY",Exception,2025-09-03
SHP001051,PO000250,Ryder,WH002,"Chicago, IL",Delivered,2026-06-09
SHP001052,PO002048,Ryder,WH001,"New York, NY",In Transit,2025-06-26
SHP001053,PO000517,FedEx,WH005,"Atlanta, GA",In Transit,2025-07-05
SHP001054,PO001223,DHL,WH002,"New York, NY",Delayed,2025-09-02
SHP001055,PO001390,J.B. Hunt,WH002,"Seattle, WA",Exception,2026-06-12
SHP001056,PO002332,XPO Logistics,WH002,"Dallas, TX",Delayed,2025-12-28
SHP001057,PO001410,Ryder,WH006,"New York, NY",Delayed,2025-05-25
SHP001058,PO000611,Ryder,WH003,"New York, NY",Delivered,2025-01-16
SHP001059,PO000246,UPS,WH005,"Dallas, TX",Delayed,2025-06-18
SHP001060,PO000780,Ryder,WH002,"New York, NY",Exception,2025-02-14
SHP001061,PO001435,UPS,WH008,"Seattle, WA",In Transit,2025-04-08
SHP001062,PO001155,DHL,WH001,"Chicago, IL",Delayed,2025-08-03
SHP001063,PO002902,Ryder,WH008,"New York, NY",Delivered,2025-12-16
SHP001064,PO001205,Ryder,WH002,"Seattle, WA",In Transit,2025-12-07
SHP001065,PO002131,UPS,WH006,"New York, NY",In Transit,2025-08-17
SHP001066,PO002157,XPO Logistics,WH003,"Chicago, IL",Delivered,2025-08-27
SHP001067,PO000737,Ryder,WH006,"Chicago, IL",Delivered,2025-03-25
SHP001068,PO002120,J.B. Hunt,WH006,"Atlanta, GA",Exception,2026-03-05
SHP001069,PO000002,FedEx,WH002,"Seattle, WA",Exception,2025-06-29
SHP001070,PO001672,Ryder,WH001,"Seattle, WA",Exception,2025-01-09
SHP001071,PO001944,J.B. Hunt,WH003,"Dallas, TX",In Transit,2025-02-14
SHP001072,PO001426,FedEx,WH008,"Seattle, WA",In Transit,2025-10-02
SHP001073,PO002877,Ryder,WH006,"Chicago, IL",Exception,2025-10-19
SHP001074,PO000242,J.B. Hunt,WH003,"Dallas, TX",Exception,2025-06-06
SHP001075,PO002768,FedEx,WH002,"Dallas, TX",In Transit,2025-12-07
SHP001076,PO002468,DHL,WH007,"New York, NY",In Transit,2025-10-05
SHP001077,PO001534,J.B. Hunt,WH003,"New York, NY",Delayed,2025-01-28
SHP001078,PO000623,DHL,WH005,"Atlanta, GA",Delivered,2026-06-24
SHP001079,PO000886,Ryder,WH008,"Chicago, IL",Delayed,2025-10-12
SHP001080,PO000855,XPO Logistics,WH003,"Dallas, TX",Delayed,2025-10-29
SHP001081,PO001741,DHL,WH005,"Chicago, IL",Delayed,2026-05-17
SHP001082,PO002099,DHL,WH007,"Chicago, IL",Delivered,2026-04-04
SHP001083,PO002378,DHL,WH007,"Atlanta, GA",Delayed,2025-01-02
SHP001084,PO000845,DHL,WH005,"Atlanta, GA",Delivered,2025-10-18
SHP001085,PO000894,XPO Logistics,WH005,"New York, NY",Exception,2026-01-07
SHP001086,PO002644,Ryder,WH006,"Chicago, IL",Delivered,2025-10-27
SHP001087,PO001878,Ryder,WH007,"Atlanta, GA",Delayed,2025-05-18
SHP001088,PO001016,FedEx,WH004,"Dallas, TX",Exception,2025-11-22
SHP001089,PO002751,FedEx,WH008,"New York, NY",Delayed,2025-09-01
SHP001090,PO001031,FedEx,WH004,"New York, NY",Delayed,2025-06-08
SHP001091,PO002796,XPO Logistics,WH008,"Atlanta, GA",Delivered,2025-08-18
SHP001092,PO002527,UPS,WH004,"Seattle, WA",Delayed,2026-06-24
SHP001093,PO002526,UPS,WH008,"Dallas, TX",Exception,2026-05-11
SHP001094,PO000049,UPS,WH003,"Atlanta, GA",Delayed,2025-09-15
SHP001095,PO001103,DHL,WH001,"Chicago, IL",Delivered,2025-06-18
SHP001096,PO001148,FedEx,WH003,"Atlanta, GA",In Transit,2025-10-09
SHP001097,PO002006,UPS,WH004,"Seattle, WA",Exception,2025-05-21
SHP001098,PO000495,XPO Logistics,WH005,"Dallas, TX",In Transit,2025-02-14
SHP001099,PO000242,UPS,WH008,"Dallas, TX",Exception,2025-12-20
SHP001100,PO002404,UPS,WH003,"Chicago, IL",Delivered,2026-03-16
SHP001101,PO000442,UPS,WH004,"Atlanta, GA",Exception,2026-04-12
SHP001102,PO001873,FedEx,WH006,"New York, NY",In Transit,2025-04-10
SHP001103,PO000202,DHL,WH006,"New York, NY",In Transit,2026-04-17
SHP001104,PO000709,UPS,WH003,"Dallas, TX",In Transit,2026-03-02
SHP001105,PO000737,FedEx,WH001,"New York, NY",Delayed,2026-01-14
SHP001106,PO001404,J.B. Hunt,WH002,"New York, NY",Delayed,2026-06-04
SHP001107,PO000586,J.B. Hunt,WH005,"Chicago, IL",Delivered,2025-04-13
SHP001108,PO002276,Ryder,WH004,"Atlanta, GA",Delivered,2026-05-24
SHP001109,PO002293,XPO Logistics,WH005,"Chicago, IL",In Transit,2025-01-03
SHP001110,PO001746,DHL,WH004,"Atlanta, GA",In Transit,2025-11-23
SHP001111,PO001640,DHL,WH008,"Dallas, TX",In Transit,2025-07-12
SHP001112,PO001875,Ryder,WH001,"Atlanta, GA",Exception,2025-05-11
SHP001113,PO002344,UPS,WH005,"Chicago, IL",Delivered,2025-08-09
SHP001114,PO001174,Ryder,WH001,"Dallas, TX",Delayed,2025-07-20
SHP001115,PO000026,UPS,WH002,"Seattle, WA",Delivered,2026-04-16
SHP001116,PO002959,UPS,WH005,"Chicago, IL",In Transit,2025-08-15
SHP001117,PO002631,Ryder,WH008,"Chicago, IL",Delivered,2026-06-13
SHP001118,PO001030,XPO Logistics,WH004,"New York, NY",Delayed,2025-09-18
SHP001119,PO002589,FedEx,WH003,"Dallas, TX",Delivered,2026-05-13
SHP001120,PO002269,XPO Logistics,WH007,"New York, NY",In Transit,2026-01-10
SHP001121,PO002963,UPS,WH005,"Dallas, TX",Delivered,2025-02-21
SHP001122,PO000978,UPS,WH005,"Atlanta, GA",In Transit,2026-04-28
SHP001123,PO000517,FedEx,WH008,"Seattle, WA",Delayed,2025-06-30
SHP001124,PO001678,UPS,WH004,"Dallas, TX",Delivered,2025-12-31
SHP001125,PO000859,XPO Logistics,WH006,"Dallas, TX",Delivered,2026-04-20
SHP001126,PO002690,DHL,WH001,"Dallas, TX",Exception,2026-02-20
SHP001127,PO001270,DHL,WH005,"Atlanta, GA",Delivered,2025-02-23
SHP001128,PO001461,XPO Logistics,WH008,"Seattle, WA",Delivered,2025-05-28
SHP001129,PO002166,Ryder,WH003,"Chicago, IL",Delivered,2025-04-30
SHP001130,PO002988,UPS,WH006,"Seattle, WA",Delivered,2026-02-03
SHP001131,PO001487,FedEx,WH001,"Dallas, TX",Delayed,2025-04-05
SHP001132,PO002005,XPO Logistics,WH006,"Seattle, WA",In Transit,2026-01-31
SHP001133,PO000742,J.B. Hunt,WH008,"Chicago, IL",Delayed,2025-09-02
SHP001134,PO001609,Ryder,WH002,"New York, NY",Delayed,2026-04-07
SHP001135,PO002691,J.B. Hunt,WH002,"Seattle, WA",Delayed,2026-01-10
SHP001136,PO000593,UPS,WH002,"Chicago, IL",In Transit,2025-02-18
SHP001137,PO000714,UPS,WH004,"Seattle, WA",Delivered,2026-07-03
SHP001138,PO000365,UPS,WH006,"Dallas, TX",In Transit,2026-05-01
SHP001139,PO001004,J.B. Hunt,WH001,"Chicago, IL",Delivered,2025-05-23
SHP001140,PO002582,UPS,WH007,"Chicago, IL",Delivered,2025-02-23
SHP001141,PO002640,FedEx,WH006,"Dallas, TX",In Transit,2026-03-28
SHP001142,PO002579,Ryder,WH005,"New York, NY",Exception,2026-04-11
SHP001143,PO002958,UPS,WH003,"New York, NY",In Transit,2025-12-25
SHP001144,PO000706,DHL,WH007,"Atlanta, GA",In Transit,2025-11-30
SHP001145,PO001973,XPO Logistics,WH004,"Dallas, TX",Delayed,2026-05-22
SHP001146,PO000805,DHL,WH006,"Atlanta, GA",Exception,2025-04-05
SHP001147,PO000490,XPO Logistics,WH006,"Chicago, IL",Delivered,2025-07-31
SHP001148,PO001418,UPS,WH004,"Seattle, WA",Delayed,2025-10-16
SHP001149,PO002972,XPO Logistics,WH007,"Seattle, WA",In Transit,2025-09-19
SHP001150,PO001678,UPS,WH007,"Seattle, WA",Exception,2025-05-09
SHP001151,PO002261,XPO Logistics,WH005,"Seattle, WA",Exception,2025-03-17
SHP001152,PO002538,DHL,WH006,"Chicago, IL",Delivered,2025-10-12
SHP001153,PO002883,Ryder,WH003,"Dallas, TX",In Transit,2025-10-29
SHP001154,PO002239,DHL,WH003,"Atlanta, GA",Delayed,2026-03-14
SHP001155,PO000902,J.B. Hunt,WH001,"Seattle, WA",Delayed,2026-04-06
SHP001156,PO002419,XPO Logistics,WH002,"New York, NY",Delayed,2025-08-23
SHP001157,PO001077,Ryder,WH004,"Atlanta, GA",Exception,2025-02-10
SHP001158,PO001404,FedEx,WH002,"Seattle, WA",Exception,2025-08-16
SHP001159,PO000922,DHL,WH007,"Atlanta, GA",Delivered,2025-05-06
SHP001160,PO001464,UPS,WH002,"Dallas, TX",In Transit,2026-01-15
SHP001161,PO001081,UPS,WH005,"Dallas, TX",Delayed,2025-10-14
SHP001162,PO001624,FedEx,WH005,"Chicago, IL",Delivered,2025-12-22
SHP001163,PO000030,Ryder,WH007,"New York, NY",Exception,2025-03-04
SHP001164,PO002446,J.B. Hunt,WH004,"Atlanta, GA",Delivered,2026-06-28
SHP001165,PO001937,J.B. Hunt,WH004,"Seattle, WA",Delayed,2025-12-27
SHP001166,PO002035,DHL,WH008,"Atlanta, GA",Delayed,2025-11-25
SHP001167,PO000097,DHL,WH003,"Atlanta, GA",Exception,2026-05-10
SHP001168,PO000558,Ryder,WH001,"Atlanta, GA",Delayed,2025-06-15
SHP001169,PO002082,J.B. Hunt,WH003,"Seattle, WA",In Transit,2026-01-29
SHP001170,PO002729,J.B. Hunt,WH005,"New York, NY",Delayed,2026-02-18
SHP001171,PO002267,DHL,WH001,"Seattle, WA",Exception,2026-06-25
SHP001172,PO001376,UPS,WH006,"Chicago, IL",Exception,2026-05-08
SHP001173,PO000616,FedEx,WH006,"New York, NY",Delivered,2026-06-08
SHP001174,PO002191,XPO Logistics,WH008,"New York, NY",Delivered,2026-07-11
SHP001175,PO000327,FedEx,WH002,"New York, NY",Delayed,2026-01-18
SHP001176,PO001316,DHL,WH007,"Seattle, WA",In Transit,2025-06-12
SHP001177,PO001038,J.B. Hunt,WH003,"Seattle, WA",Delivered,2026-07-31
SHP001178,PO002343,UPS,WH008,"Dallas, TX",Delayed,2025-06-25
SHP001179,PO002987,Ryder,WH003,"New York, NY",Delivered,2025-01-09
SHP001180,PO000523,UPS,WH006,"Dallas, TX",Delayed,2026-01-30
SHP001181,PO002718,XPO Logistics,WH001,"Atlanta, GA",Exception,2025-12-26
SHP001182,PO002067,FedEx,WH004,"Seattle, WA",In Transit,2025-07-05
SHP001183,PO002787,Ryder,WH001,"Dallas, TX",Delivered,2025-08-15
SHP001184,PO001571,XPO Logistics,WH005,"Dallas, TX",Delayed,2025-11-16
SHP001185,PO002175,Ryder,WH005,"Dallas, TX",Exception,2025-06-11
SHP001186,PO000648,XPO Logistics,WH008,"Atlanta, GA",Delivered,2025-08-05
SHP001187,PO001804,J.B. Hunt,WH004,"Chicago, IL",Delivered,2026-02-01
SHP001188,PO001353,FedEx,WH002,"Seattle, WA",Delayed,2025-02-10
SHP001189,PO001381,FedEx,WH004,"Seattle, WA",Delivered,2025-07-14
SHP001190,PO002202,FedEx,WH005,"Seattle, WA",Delivered,2026-04-16
SHP001191,PO000934,J.B. Hunt,WH008,"Seattle, WA",Exception,2025-02-28
SHP001192,PO002928,UPS,WH002,"Seattle, WA",In Transit,2026-05-03
SHP001193,PO000157,DHL,WH003,"Seattle, WA",In Transit,2026-04-04
SHP001194,PO000535,FedEx,WH002,"Dallas, TX",Delayed,2026-02-28
SHP001195,PO000593,Ryder,WH008,"Seattle, WA",Delivered,2026-02-14
SHP001196,PO002497,FedEx,WH008,"Dallas, TX",Delayed,2025-02-22
SHP001197,PO002525,UPS,WH003,"Atlanta, GA",Delivered,2026-06-10
SHP001198,PO001297,Ryder,WH002,"New York, NY",Exception,2026-01-26
SHP001199,PO002458,FedEx,WH001,"New York, NY",Delivered,2026-01-22
SHP001200,PO002154,XPO Logistics,WH001,"Dallas, TX",Delayed,2025-09-07
SHP001201,PO000281,FedEx,WH002,"Dallas, TX",Exception,2025-03-05
SHP001202,PO001224,UPS,WH002,"Chicago, IL",In Transit,2025-05-24
SHP001203,PO001397,UPS,WH001,"Atlanta, GA",Exception,2026-07-28
SHP001204,PO000704,FedEx,WH002,"New York, NY",Delivered,2025-02-06
SHP001205,PO002927,J.B. Hunt,WH004,"Atlanta, GA",Delivered,2026-01-23
SHP001206,PO000973,XPO Logistics,WH008,"Seattle, WA",Delivered,2025-01-06
SHP001207,PO001917,FedEx,WH002,"Atlanta, GA",Exception,2025-03-08
SHP001208,PO002011,FedEx,WH007,"Chicago, IL",Delayed,2025-03-23
SHP001209,PO001548,UPS,WH003,"Atlanta, GA",In Transit,2026-07-27
SHP001210,PO000553,DHL,WH003,"New York, NY",Delivered,2026-01-26
SHP001211,PO000532,Ryder,WH007,"Dallas, TX",Delayed,2026-06-04
SHP001212,PO000501,UPS,WH002,"Dallas, TX",Exception,2026-04-02
SHP001213,PO000550,UPS,WH006,"Atlanta, GA",Exception,2025-01-21
SHP001214,PO000783,DHL,WH006,"Dallas, TX",Delayed,2026-02-04
SHP001215,PO001089,Ryder,WH003,"Dallas, TX",In Transit,2025-10-10
SHP001216,PO000193,DHL,WH001,"Atlanta, GA",In Transit,2025-11-30
SHP001217,PO001798,J.B. Hunt,WH006,"Dallas, TX",Exception,2025-12-20
SHP001218,PO002168,UPS,WH005,"Chicago, IL",In Transit,2025-10-29
SHP001219,PO000442,UPS,WH006,"Chicago, IL",Exception,2025-08-09
SHP001220,PO000992,Ryder,WH008,"Atlanta, GA",In Transit,2025-04-29
SHP001221,PO001218,XPO Logistics,WH008,"Dallas, TX",Delayed,2026-05-31
SHP001222,PO002909,FedEx,WH003,"Dallas, TX",In Transit,2025-06-07
SHP001223,PO002347,Ryder,WH004,"New York, NY",Exception,2025-04-03
SHP001224,PO002240,UPS,WH002,"New York, NY",In Transit,2025-01-15
SHP001225,PO000423,XPO Logistics,WH008,"Atlanta, GA",Exception,2026-04-06
SHP001226,PO000462,UPS,WH003,"New York, NY",Delayed,2026-06-15
SHP001227,PO002471,FedEx,WH008,"Chicago, IL",Exception,2026-07-22
SHP001228,PO000914,DHL,WH007,"Chicago, IL",Delivered,2025-02-14
SHP001229,PO002588,XPO Logistics,WH007,"Seattle, WA",Delivered,2026-01-31
SHP001230,PO000715,J.B. Hunt,WH007,"Dallas, TX",Exception,2025-06-28
SHP001231,PO001910,Ryder,WH005,"New York, NY",In Transit,2026-03-21
SHP001232,PO002350,DHL,WH008,"Dallas, TX",Delivered,2025-02-12
SHP001233,PO002780,J.B. Hunt,WH006,"Atlanta, GA",Exception,2025-11-01
SHP001234,PO000217,DHL,WH005,"Seattle, WA",Delayed,2026-05-30
SHP001235,PO001210,XPO Logistics,WH002,"Chicago, IL",Delayed,2026-04-25
SHP001236,PO000969,DHL,WH004,"Atlanta, GA",Exception,2025-04-24
SHP001237,PO000142,J.B. Hunt,WH004,"Chicago, IL",In Transit,2026-04-22
SHP001238,PO000690,UPS,WH003,"Seattle, WA",Exception,2025-08-09
SHP001239,PO001242,DHL,WH005,"New York, NY",Exception,2026-03-13
SHP001240,PO001902,XPO Logistics,WH005,"New York, NY",Delayed,2025-05-12
SHP001241,PO000955,Ryder,WH005,"Atlanta, GA",Delayed,2026-03-15
SHP001242,PO001556,UPS,WH001,"Dallas, TX",Delayed,2025-03-02
SHP001243,PO002226,DHL,WH004,"Seattle, WA",In Transit,2025-04-13
SHP001244,PO002418,J.B. Hunt,WH005,"Atlanta, GA",Exception,2025-12-01
SHP001245,PO001865,J.B. Hunt,WH003,"Chicago, IL",In Transit,2026-07-22
SHP001246,PO002655,DHL,WH006,"Chicago, IL",In Transit,2025-09-12
SHP001247,PO002895,XPO Logistics,WH007,"New York, NY",In Transit,2025-12-24
SHP001248,PO000568,J.B. Hunt,WH007,"Atlanta, GA",In Transit,2025-05-16
SHP001249,PO002219,DHL,WH003,"Dallas, TX",Exception,2026-01-13
SHP001250,PO001659,FedEx,WH002,"Chicago, IL",In Transit,2026-07-15
SHP001251,PO002481,Ryder,WH007,"Dallas, TX",In Transit,2026-04-23
SHP001252,PO002573,Ryder,WH008,"Seattle, WA",Delivered,2026-01-10
SHP001253,PO001754,DHL,WH002,"Dallas, TX",Delivered,2025-04-12
SHP001254,PO002109,Ryder,WH002,"Seattle, WA",Delivered,2025-12-31
SHP001255,PO001315,FedEx,WH006,"Chicago, IL",In Transit,2025-08-05
SHP001256,PO000344,J.B. Hunt,WH002,"Dallas, TX",Delayed,2025-06-14
SHP001257,PO001426,XPO Logistics,WH007,"Atlanta, GA",Delayed,2026-07-13
SHP001258,PO001022,XPO Logistics,WH004,"New York, NY",Delivered,2025-03-07
SHP001259,PO000255,FedEx,WH006,"Seattle, WA",Exception,2026-01-09
SHP001260,PO001252,DHL,WH002,"Dallas, TX",In Transit,2025-05-04
SHP001261,PO002192,FedEx,WH005,"Atlanta, GA",Delivered,2025-03-05
SHP001262,PO001906,FedEx,WH003,"Seattle, WA",In Transit,2025-01-16
SHP001263,PO000331,UPS,WH001,"Seattle, WA",Exception,2025-08-19
SHP001264,PO001370,J.B. Hunt,WH005,"Chicago, IL",Delayed,2026-02-11
SHP001265,PO000664,Ryder,WH004,"New York, NY",Exception,2026-02-27
SHP001266,PO002051,UPS,WH007,"Chicago, IL",Delivered,2026-06-23
SHP001267,PO002450,XPO Logistics,WH007,"Chicago, IL",In Transit,2026-02-08
SHP001268,PO000293,DHL,WH004,"Dallas, TX",Delivered,2025-03-31
SHP001269,PO000256,DHL,WH004,"New York, NY",Delivered,2026-04-15
SHP001270,PO001756,DHL,WH002,"Atlanta, GA",Exception,2025-03-22
SHP001271,PO000463,Ryder,WH005,"Chicago, IL",In Transit,2026-03-19
SHP001272,PO001018,XPO Logistics,WH005,"Seattle, WA",In Transit,2025-02-01
SHP001273,PO000778,UPS,WH004,"New York, NY",Delivered,2025-10-16
SHP001274,PO001046,XPO Logistics,WH005,"Chicago, IL",Delivered,2026-02-27
SHP001275,PO002452,FedEx,WH006,"New York, NY",Delayed,2025-11-15
SHP001276,PO002766,DHL,WH004,"New York, NY",Delayed,2026-05-01
SHP001277,PO002813,DHL,WH003,"New York, NY",Delayed,2026-05-16
SHP001278,PO000996,Ryder,WH005,"Atlanta, GA",Exception,2025-06-15
SHP001279,PO001260,J.B. Hunt,WH003,"Chicago, IL",Exception,2026-07-24
SHP001280,PO002290,DHL,WH005,"Dallas, TX",Delayed,2025-12-15
SHP001281,PO001353,FedEx,WH001,"Dallas, TX",Delayed,2025-06-05
SHP001282,PO000528,Ryder,WH007,"Dallas, TX",Delivered,2025-11-04
SHP001283,PO001005,XPO Logistics,WH006,"Atlanta, GA",Delivered,2026-04-30
SHP001284,PO000062,J.B. Hunt,WH001,"Atlanta, GA",Delayed,2025-08-02
SHP001285,PO001321,XPO Logistics,WH007,"Chicago, IL",Exception,2026-07-14
SHP001286,PO002945,UPS,WH004,"New York, NY",Exception,2025-06-30
SHP001287,PO001112,Ryder,WH001,"Dallas, TX",Delayed,2025-09-05
SHP001288,PO000696,Ryder,WH006,"Chicago, IL",In Transit,2025-12-21
SHP001289,PO001728,Ryder,WH006,"Seattle, WA",Delayed,2025-07-07
SHP001290,PO000653,XPO Logistics,WH004,"Dallas, TX",In Transit,2026-04-11
SHP001291,PO000092,UPS,WH005,"Atlanta, GA",In Transit,2026-01-03
SHP001292,PO002970,FedEx,WH004,"Dallas, TX",Exception,2025-02-02
SHP001293,PO001037,XPO Logistics,WH006,"Dallas, TX",Delivered,2025-03-06
SHP001294,PO002916,Ryder,WH004,"Atlanta, GA",Exception,2025-09-01
SHP001295,PO002939,UPS,WH005,"New York, NY",In Transit,2026-02-26
SHP001296,PO001747,DHL,WH002,"Atlanta, GA",In Transit,2025-05-08
SHP001297,PO002756,DHL,WH004,"New York, NY",Exception,2025-11-13
SHP001298,PO002779,XPO Logistics,WH002,"Seattle, WA",Exception,2026-07-15
SHP001299,PO002688,DHL,WH004,"Atlanta, GA",Delivered,2025-08-25
SHP001300,PO002878,DHL,WH005,"New York, NY",Delivered,2025-02-27
SHP001301,PO001046,XPO Logistics,WH003,"Seattle, WA",In Transit,2025-12-05
SHP001302,PO000018,DHL,WH004,"Chicago, IL",In Transit,2026-03-11
SHP001303,PO002703,FedEx,WH003,"Dallas, TX",Delivered,2026-03-17
SHP001304,PO001404,XPO Logistics,WH008,"New York, NY",In Transit,2026-07-17
SHP001305,PO000203,Ryder,WH008,"Seattle, WA",Delayed,2025-06-06
SHP001306,PO001963,DHL,WH004,"Seattle, WA",Delayed,2025-04-16
SHP001307,PO002509,FedEx,WH008,"Atlanta, GA",Exception,2025-05-21
SHP001308,PO001816,XPO Logistics,WH002,"Chicago, IL",Delivered,2026-01-29
SHP001309,PO001223,J.B. Hunt,WH006,"New York, NY",Delayed,2026-02-10
SHP001310,PO002650,FedEx,WH007,"Atlanta, GA",Delayed,2025-10-26
SHP001311,PO002970,FedEx,WH002,"Dallas, TX",In Transit,2025-07-30
SHP001312,PO001047,Ryder,WH006,"Atlanta, GA",Delayed,2026-01-26
SHP001313,PO002088,XPO Logistics,WH003,"Dallas, TX",Delivered,2025-06-24
SHP001314,PO001700,Ryder,WH001,"Chicago, IL",Delivered,2026-02-07
SHP001315,PO002494,UPS,WH004,"Atlanta, GA",Exception,2025-09-13
SHP001316,PO002731,DHL,WH003,"Chicago, IL",Delivered,2026-07-18
SHP001317,PO001108,DHL,WH007,"Dallas, TX",Delivered,2026-03-14
SHP001318,PO000955,XPO Logistics,WH004,"New York, NY",In Transit,2025-03-05
SHP001319,PO001814,Ryder,WH005,"New York, NY",Exception,2025-03-22
SHP001320,PO002119,DHL,WH005,"Chicago, IL",Delayed,2025-11-26
SHP001321,PO002139,XPO Logistics,WH005,"Atlanta, GA",Delivered,2025-01-05
SHP001322,PO000696,XPO Logistics,WH005,"Dallas, TX",Exception,2026-05-16
SHP001323,PO000516,Ryder,WH006,"Dallas, TX",Delayed,2026-03-07
SHP001324,PO000136,XPO Logistics,WH004,"Chicago, IL",In Transit,2025-04-10
SHP001325,PO002492,UPS,WH004,"Seattle, WA",In Transit,2026-01-11
SHP001326,PO002112,DHL,WH008,"Atlanta, GA",In Transit,2025-02-10
SHP001327,PO001070,XPO Logistics,WH007,"Dallas, TX",Exception,2026-06-02
SHP001328,PO000633,UPS,WH006,"Dallas, TX",Exception,2025-03-01
SHP001329,PO000443,XPO Logistics,WH007,"Dallas, TX",Exception,2026-01-26
SHP001330,PO001798,FedEx,WH006,"Chicago, IL",Exception,2026-01-01
SHP001331,PO000192,FedEx,WH007,"New York, NY",Exception,2025-03-25
SHP001332,PO002888,DHL,WH004,"Chicago, IL",Exception,2026-01-17
SHP001333,PO002653,XPO Logistics,WH005,"Dallas, TX",Exception,2025-09-18
SHP001334,PO000753,UPS,WH005,"Dallas, TX",Delayed,2025-03-07
SHP001335,PO000319,J.B. Hunt,WH007,"New York, NY",Delayed,2025-07-20
SHP001336,PO002309,UPS,WH006,"New York, NY",Delayed,2026-06-12
SHP001337,PO000574,FedEx,WH001,"Dallas, TX",Exception,2025-02-21
SHP001338,PO002741,J.B. Hunt,WH008,"Dallas, TX",In Transit,2025-01-08
SHP001339,PO000205,J.B. Hunt,WH002,"New York, NY",Exception,2025-08-10
SHP001340,PO002141,XPO Logistics,WH002,"New York, NY",In Transit,2025-05-29
SHP001341,PO000617,J.B. Hunt,WH004,"New York, NY",Delivered,2026-06-03
SHP001342,PO000450,XPO Logistics,WH003,"Dallas, TX",Delivered,2026-07-02
SHP001343,PO002362,FedEx,WH002,"New York, NY",Exception,2025-12-07
SHP001344,PO001575,Ryder,WH006,"Seattle, WA",Delivered,2026-04-22
SHP001345,PO001929,FedEx,WH001,"New York, NY",Exception,2025-01-09
SHP001346,PO001177,Ryder,WH006,"Chicago, IL",Exception,2026-03-27
SHP001347,PO002563,UPS,WH005,"New York, NY",In Transit,2026-02-26
SHP001348,PO002004,UPS,WH004,"Chicago, IL",Delivered,2025-12-08
SHP001349,PO002220,XPO Logistics,WH006,"Dallas, TX",Delivered,2026-02-18
