po_number,supplier_id,product_id,quantity,unit_price,order_value,order_date,expected_delivery_date,actual_delivery_date,status,delay_reason
PO002335,SUP018,PROD00272,452,277.63,125488.76,2025-01-16,2025-02-03,2025-02-06,Delivered,
PO002336,SUP014,PROD00445,1334,172.84,230568.56,2025-05-30,2025-06-07,,In Transit,
PO002337,SUP014,PROD00157,1143,116.68,133365.24,2025-12-11,2025-12-17,2025-12-17,Delivered,
PO002338,SUP020,PROD00295,2134,477.72,1019454.48,2026-02-13,2026-03-20,2026-03-21,Delivered,
PO002339,SUP009,PROD00407,966,1196.98,1156282.68,2025-10-06,2025-10-25,2025-11-05,Delayed,Customs clearance delay
PO002340,SUP013,PROD00324,2154,709.54,1528349.16,2025-01-02,2025-01-12,,In Transit,
PO002341,SUP007,PROD00035,306,271.39,83045.34,2026-03-21,2026-04-09,2026-04-12,Delivered,
PO002342,SUP016,PROD00158,1635,1137.46,1859747.1,2025-02-26,2025-03-04,,In Transit,
PO002343,SUP012,PROD00166,1421,478.76,680317.96,2026-05-31,2026-06-08,2026-06-08,Delivered,
PO002344,SUP011,PROD00465,1586,1150.88,1825295.68,2025-01-27,2025-02-06,,Open,
PO002345,SUP017,PROD00173,1193,944.76,1127098.68,2026-06-25,2026-07-14,,In Transit,
PO002346,SUP014,PROD00023,1366,745.16,1017888.56,2025-03-24,2025-04-02,2025-03-31,Delivered,
PO002347,SUP018,PROD00006,2187,819.64,1792552.68,2025-02-25,2025-03-14,2025-03-13,Delivered,
PO002348,SUP008,PROD00058,1734,906.31,1571541.54,2025-07-20,2025-08-03,,Open,
PO002349,SUP013,PROD00423,953,503.05,479406.65,2025-05-28,2025-06-07,,In Transit,
PO002350,SUP013,PROD00229,1854,214.72,398090.88,2025-10-14,2025-10-28,2025-11-01,Delivered,
PO002351,SUP016,PROD00381,288,1172.58,337703.04,2026-03-30,2026-04-13,2026-04-12,Delivered,
PO002352,SUP010,PROD00040,582,865.11,503494.02,2026-04-05,2026-04-27,2026-05-16,Delayed,Raw material shortage
PO002353,SUP004,PROD00275,2065,914.81,1889082.65,2025-05-21,2025-05-31,2025-05-29,Delivered,
PO002354,SUP014,PROD00240,709,923.92,655059.28,2026-05-01,2026-05-12,,Open,
PO002355,SUP011,PROD00175,2196,926.94,2035560.24,2025-03-10,2025-04-01,2025-04-07,Delayed,Customs clearance delay
PO002356,SUP011,PROD00457,862,1148.26,989800.12,2025-09-27,2025-10-08,,Cancelled,
PO002357,SUP010,PROD00263,1336,645.21,862000.56,2025-07-27,2025-08-28,2025-08-27,Delivered,
PO002358,SUP019,PROD00460,495,160.43,79412.85,2026-01-02,2026-01-09,2026-01-12,Delivered,
PO002359,SUP019,PROD00151,1951,542.43,1058280.93,2026-04-24,2026-05-07,,Open,
PO002360,SUP008,PROD00122,722,22.76,16432.72,2025-01-11,2025-01-19,,In Transit,
PO002361,SUP011,PROD00231,51,905.74,46192.74,2025-04-15,2025-04-26,,In Transit,
PO002362,SUP006,PROD00333,1024,374.6,383590.4,2026-01-24,2026-02-14,2026-02-17,Delivered,
PO002363,SUP020,PROD00327,2286,602.0,1376172.0,2026-06-10,2026-07-08,2026-07-12,Delivered,
PO002364,SUP013,PROD00088,1882,1164.37,2191344.34,2025-12-20,2026-01-05,2026-01-05,Delivered,
PO002365,SUP005,PROD00243,1133,555.45,629324.85,2025-03-18,2025-04-07,2025-04-08,Delivered,
PO002366,SUP013,PROD00376,2420,413.46,1000573.2,2025-02-20,2025-03-13,,Open,
PO002367,SUP002,PROD00406,1254,919.74,1153353.96,2025-11-27,2025-12-02,2025-12-05,Delivered,
PO002368,SUP011,PROD00152,437,543.38,237457.06,2026-06-07,2026-06-17,,Cancelled,
PO002369,SUP016,PROD00409,1018,356.07,362479.26,2026-03-18,2026-03-27,2026-03-24,Delivered,
PO002370,SUP007,PROD00044,466,273.45,127427.7,2026-04-08,2026-04-21,,In Transit,
PO002371,SUP012,PROD00110,1947,944.88,1839681.36,2026-02-12,2026-02-24,2026-02-23,Delivered,
PO002372,SUP012,PROD00201,357,161.27,57573.39,2026-05-27,2026-06-09,2026-06-08,Delivered,
PO002373,SUP015,PROD00176,2063,997.31,2057450.53,2025-01-15,2025-01-27,,In Transit,
PO002374,SUP011,PROD00392,1119,51.35,57460.65,2025-07-06,2025-07-17,,In Transit,
PO002375,SUP019,PROD00002,1443,1096.2,1581816.6,2026-06-16,2026-06-27,2026-07-02,Delivered,
PO002376,SUP013,PROD00229,1843,214.72,395728.96,2026-05-19,2026-06-10,,In Transit,
PO002377,SUP001,PROD00276,1045,492.61,514777.45,2025-08-28,2025-09-08,2025-09-21,Delayed,Weather disruption
PO002378,SUP016,PROD00416,1722,517.69,891462.18,2025-04-28,2025-05-11,2025-05-13,Delivered,
PO002379,SUP012,PROD00166,143,478.76,68462.68,2025-01-30,2025-02-09,2025-02-13,Delivered,
PO002380,SUP006,PROD00147,537,310.88,166942.56,2026-05-20,2026-06-24,2026-07-13,Delayed,Customs clearance delay
PO002381,SUP016,PROD00379,2083,688.26,1433645.58,2026-04-10,2026-04-22,2026-04-25,Delivered,
PO002382,SUP019,PROD00148,113,818.95,92541.35,2025-08-30,2025-09-10,2025-09-09,Delivered,
PO002383,SUP011,PROD00457,638,1148.26,732589.88,2026-01-09,2026-01-31,2026-02-05,Delivered,
PO002384,SUP008,PROD00258,1393,458.91,639261.63,2025-03-28,2025-04-04,2025-04-06,Delivered,
PO002385,SUP012,PROD00032,1549,801.99,1242282.51,2025-06-13,2025-06-19,,Cancelled,
PO002386,SUP020,PROD00422,1882,926.64,1743936.48,2025-01-16,2025-02-13,,In Transit,
PO002387,SUP014,PROD00387,348,155.79,54214.92,2025-04-18,2025-04-27,2025-04-26,Delivered,
PO002388,SUP007,PROD00253,2387,1048.98,2503915.26,2026-06-20,2026-07-10,2026-07-21,Delayed,Port congestion
PO002389,SUP003,PROD00004,2483,613.88,1524264.04,2025-05-23,2025-06-07,2025-06-11,Delivered,
PO002390,SUP001,PROD00244,1013,739.83,749447.79,2025-02-10,2025-02-23,2025-02-24,Delivered,
PO002391,SUP013,PROD00041,1232,234.25,288596.0,2026-03-17,2026-04-05,,In Transit,
PO002392,SUP016,PROD00303,1405,493.92,693957.6,2025-01-17,2025-01-24,2025-01-21,Delivered,
PO002393,SUP002,PROD00124,2271,1134.77,2577062.67,2025-02-04,2025-02-18,2025-02-18,Delivered,
PO002394,SUP003,PROD00388,2128,387.1,823748.8,2026-03-20,2026-04-10,2026-04-11,Delivered,
PO002395,SUP015,PROD00237,2147,971.39,2085574.33,2025-10-26,2025-11-15,2025-11-17,Delivered,
PO002396,SUP019,PROD00364,2285,1137.33,2598799.05,2025-03-09,2025-03-15,2025-03-19,Delivered,
PO002397,SUP013,PROD00266,196,116.73,22879.08,2026-06-04,2026-06-21,,Open,
PO002398,SUP004,PROD00144,1013,110.32,111754.16,2026-03-28,2026-04-03,2026-04-02,Delivered,
PO002399,SUP010,PROD00482,2258,537.2,1212997.6,2026-02-16,2026-03-20,2026-03-20,Delivered,
PO002400,SUP014,PROD00055,1901,105.32,200213.32,2025-07-11,2025-07-16,,Open,
PO002401,SUP012,PROD00252,310,1107.06,343188.6,2025-10-09,2025-10-20,,In Transit,
PO002402,SUP005,PROD00247,2067,288.1,595502.7,2026-04-18,2026-05-05,,In Transit,
PO002403,SUP015,PROD00220,2121,418.9,888486.9,2026-01-29,2026-02-16,2026-02-19,Delivered,
PO002404,SUP013,PROD00087,2164,796.79,1724253.56,2026-05-25,2026-06-15,2026-06-25,Delayed,Supplier production delay
PO002405,SUP015,PROD00298,206,425.62,87677.72,2025-07-20,2025-08-06,,Cancelled,
PO002406,SUP013,PROD00143,52,350.97,18250.44,2026-06-29,2026-07-14,,In Transit,
PO002407,SUP013,PROD00019,1560,260.43,406270.8,2026-02-13,2026-03-05,2026-03-05,Delivered,
PO002408,SUP014,PROD00248,1610,753.06,1212426.6,2025-02-23,2025-03-04,2025-03-21,Delayed,Customs clearance delay
PO002409,SUP003,PROD00022,175,1022.35,178911.25,2025-12-06,2025-12-26,2025-12-23,Delivered,
PO002410,SUP008,PROD00332,770,877.3,675521.0,2025-05-08,2025-05-15,2025-05-20,Delivered,
PO002411,SUP011,PROD00274,2194,888.89,1950224.66,2025-12-17,2026-01-01,2025-12-31,Delivered,
PO002412,SUP018,PROD00382,624,113.91,71079.84,2026-02-07,2026-02-24,2026-02-24,Delivered,
PO002413,SUP015,PROD00316,595,123.99,73774.05,2025-12-28,2026-01-16,2026-01-16,Delivered,
PO002414,SUP011,PROD00189,1653,1196.73,1978194.69,2026-06-30,2026-07-21,2026-07-22,Delivered,
PO002415,SUP003,PROD00285,1443,958.23,1382725.89,2025-08-16,2025-08-29,2025-08-27,Delivered,
PO002416,SUP003,PROD00372,814,205.63,167382.82,2026-02-19,2026-03-03,2026-03-05,Delivered,
PO002417,SUP006,PROD00433,1456,1177.98,1715138.88,2026-06-30,2026-07-28,2026-08-18,Delayed,Carrier capacity shortage
PO002418,SUP020,PROD00496,753,1150.09,866017.77,2026-02-03,2026-02-26,,Open,
PO002419,SUP011,PROD00086,1456,492.98,717778.88,2026-02-18,2026-03-09,2026-03-09,Delivered,
PO002420,SUP011,PROD00016,965,77.43,74719.95,2026-06-27,2026-07-16,2026-08-02,Delayed,Port congestion
PO002421,SUP011,PROD00405,1562,1186.09,1852672.58,2026-06-01,2026-06-12,2026-06-15,Delivered,
PO002422,SUP004,PROD00254,2055,1124.91,2311690.05,2026-01-10,2026-01-15,,Open,
PO002423,SUP013,PROD00449,2338,607.41,1420124.58,2026-06-16,2026-06-30,,Open,
PO002424,SUP011,PROD00056,2047,257.93,527982.71,2025-11-29,2025-12-09,,In Transit,
PO002425,SUP017,PROD00173,1305,944.76,1232911.8,2025-10-22,2025-11-17,2025-11-17,Delivered,
PO002426,SUP017,PROD00367,2021,930.37,1880277.77,2025-05-03,2025-06-06,2025-06-14,Delayed,Port congestion
PO002427,SUP020,PROD00155,1416,344.56,487896.96,2026-05-11,2026-06-03,2026-06-08,Delivered,
PO002428,SUP014,PROD00387,402,155.79,62627.58,2025-08-30,2025-09-08,,In Transit,
PO002429,SUP012,PROD00110,1382,944.88,1305824.16,2026-01-08,2026-01-16,2026-01-14,Delivered,
PO002430,SUP009,PROD00221,878,1119.96,983324.88,2025-10-28,2025-11-29,2025-12-01,Delivered,
PO002431,SUP002,PROD00386,1549,476.79,738547.71,2025-04-20,2025-04-28,,In Transit,
PO002432,SUP011,PROD00056,448,257.93,115552.64,2025-08-08,2025-08-24,2025-08-29,Delivered,
PO002433,SUP006,PROD00079,237,664.63,157517.31,2025-09-01,2025-10-02,2025-10-04,Delivered,
PO002434,SUP013,PROD00376,496,413.46,205076.16,2025-01-17,2025-02-05,2025-02-04,Delivered,
PO002435,SUP011,PROD00208,776,450.97,349952.72,2025-10-18,2025-11-09,2025-11-16,Delayed,Supplier production delay
PO002436,SUP013,PROD00238,549,869.32,477256.68,2026-04-13,2026-04-29,,In Transit,
PO002437,SUP011,PROD00136,2007,377.41,757461.87,2026-06-21,2026-07-08,2026-07-07,Delivered,
PO002438,SUP020,PROD00443,2156,674.38,1453963.28,2025-01-07,2025-02-02,2025-02-02,Delivered,
PO002439,SUP011,PROD00461,716,188.68,135094.88,2026-06-24,2026-07-12,2026-07-29,Delayed,Customs clearance delay
PO002440,SUP007,PROD00478,1754,304.57,534215.78,2025-05-21,2025-06-05,2025-06-08,Delivered,
PO002441,SUP009,PROD00313,1751,486.41,851703.91,2025-03-01,2025-03-29,2025-04-22,Delayed,Weather disruption
PO002442,SUP014,PROD00468,736,1038.62,764424.32,2026-04-06,2026-04-19,2026-04-20,Delivered,
PO002443,SUP002,PROD00031,1431,518.6,742116.6,2025-05-22,2025-06-03,2025-06-08,Delivered,
PO002444,SUP017,PROD00236,1539,201.62,310293.18,2025-10-14,2025-11-18,2025-12-12,Delayed,Customs clearance delay
PO002445,SUP018,PROD00026,1229,193.51,237823.79,2025-11-21,2025-12-13,,In Transit,
PO002446,SUP015,PROD00447,389,927.71,360879.19,2025-07-02,2025-07-20,2025-07-18,Delivered,
PO002447,SUP016,PROD00303,211,493.92,104217.12,2026-03-15,2026-03-25,2026-03-22,Delivered,
PO002448,SUP011,PROD00274,990,888.89,880001.1,2025-02-13,2025-02-25,2025-03-14,Delayed,Raw material shortage
PO002449,SUP003,PROD00319,587,517.93,304024.91,2025-08-26,2025-09-06,,Open,
PO002450,SUP012,PROD00032,72,801.99,57743.28,2025-04-29,2025-05-09,2025-05-17,Delayed,Carrier capacity shortage
PO002451,SUP019,PROD00360,885,416.12,368266.2,2025-11-28,2025-12-08,2025-12-13,Delivered,
PO002452,SUP003,PROD00296,461,250.91,115669.51,2026-03-12,2026-03-30,,In Transit,
PO002453,SUP017,PROD00466,2199,34.52,75909.48,2025-10-18,2025-11-14,2025-11-19,Delivered,
PO002454,SUP013,PROD00326,640,230.43,147475.2,2026-01-28,2026-02-13,2026-02-17,Delivered,
PO002455,SUP018,PROD00352,959,669.36,641916.24,2026-05-27,2026-06-17,,Cancelled,
PO002456,SUP009,PROD00017,1856,509.15,944982.4,2026-03-10,2026-04-11,,Open,
PO002457,SUP006,PROD00487,581,538.23,312711.63,2025-10-27,2025-11-27,2025-11-24,Delivered,
PO002458,SUP012,PROD00491,736,426.71,314058.56,2026-01-11,2026-01-24,,Cancelled,
PO002459,SUP016,PROD00440,2203,110.18,242726.54,2026-01-13,2026-01-22,2026-01-20,Delivered,
PO002460,SUP010,PROD00092,597,600.56,358534.32,2025-08-12,2025-09-04,2025-09-13,Delayed,Raw material shortage
PO002461,SUP016,PROD00440,79,110.18,8704.22,2025-07-14,2025-07-20,2025-07-19,Delivered,
PO002462,SUP011,PROD00029,83,57.68,4787.44,2025-11-09,2025-11-28,2025-12-01,Delivered,
PO002463,SUP013,PROD00036,2055,771.57,1585576.35,2025-04-03,2025-04-21,2025-04-22,Delivered,
PO002464,SUP002,PROD00154,1463,816.28,1194217.64,2025-06-13,2025-06-21,2025-06-25,Delivered,
PO002465,SUP016,PROD00256,1704,561.87,957426.48,2025-01-25,2025-02-07,2025-02-11,Delivered,
PO002466,SUP016,PROD00256,790,561.87,443877.3,2026-06-16,2026-06-22,2026-06-21,Delivered,
PO002467,SUP020,PROD00155,1116,344.56,384528.96,2025-12-25,2026-01-27,,In Transit,
PO002468,SUP018,PROD00133,2031,969.63,1969318.53,2026-01-07,2026-01-25,,In Transit,
PO002469,SUP012,PROD00150,1382,49.94,69017.08,2025-05-19,2025-05-30,2025-05-27,Delivered,
PO002470,SUP014,PROD00165,1616,181.08,292625.28,2025-05-26,2025-06-09,2025-06-13,Delivered,
PO002471,SUP005,PROD00270,2300,463.7,1066510.0,2025-09-04,2025-09-25,2025-09-22,Delivered,
PO002472,SUP011,PROD00029,1970,57.68,113629.6,2025-07-06,2025-07-27,2025-07-25,Delivered,
PO002473,SUP018,PROD00071,862,382.08,329352.96,2025-06-29,2025-07-10,2025-07-10,Delivered,
PO002474,SUP001,PROD00262,2436,792.84,1931358.24,2026-03-30,2026-04-07,,Open,
PO002475,SUP008,PROD00233,685,444.21,304283.85,2025-07-10,2025-07-15,2025-07-14,Delivered,
PO002476,SUP004,PROD00425,1799,342.83,616751.17,2025-08-08,2025-08-19,2025-08-28,Delayed,Raw material shortage
PO002477,SUP013,PROD00052,1291,1000.3,1291387.3,2025-12-01,2025-12-21,2025-12-29,Delayed,Raw material shortage
PO002478,SUP014,PROD00248,732,753.06,551239.92,2025-08-30,2025-09-12,2025-09-12,Delivered,
PO002479,SUP005,PROD00311,2415,843.2,2036328.0,2025-11-29,2025-12-19,2025-12-19,Delivered,
PO002480,SUP003,PROD00260,1142,631.11,720727.62,2025-07-28,2025-08-12,2025-08-13,Delivered,
PO002481,SUP013,PROD00255,2069,931.74,1927770.06,2026-03-04,2026-03-15,2026-03-19,Delivered,
PO002482,SUP020,PROD00215,130,604.67,78607.1,2025-08-13,2025-09-05,2025-09-20,Delayed,Carrier capacity shortage
PO002483,SUP004,PROD00047,527,1101.38,580427.26,2025-12-07,2025-12-16,2026-01-09,Delayed,Customs clearance delay
PO002484,SUP006,PROD00043,2434,570.46,1388499.64,2025-07-04,2025-08-05,,In Transit,
PO002485,SUP016,PROD00066,1852,406.99,753745.48,2026-03-26,2026-03-31,2026-03-30,Delivered,
PO002486,SUP019,PROD00305,2490,937.98,2335570.2,2025-03-13,2025-03-20,2025-03-20,Delivered,
PO002487,SUP004,PROD00411,510,559.19,285186.9,2026-04-25,2026-05-08,,Open,
PO002488,SUP011,PROD00203,1388,1120.83,1555712.04,2025-08-08,2025-08-25,,In Transit,
PO002489,SUP018,PROD00057,2175,28.16,61248.0,2025-05-22,2025-06-10,,Open,
PO002490,SUP002,PROD00031,601,518.6,311678.6,2025-09-06,2025-09-13,2025-09-11,Delivered,
PO002491,SUP003,PROD00123,272,633.67,172358.24,2026-01-09,2026-01-25,,In Transit,
PO002492,SUP013,PROD00052,1136,1000.3,1136340.8,2025-07-12,2025-07-24,2025-07-21,Delivered,
PO002493,SUP004,PROD00418,1957,377.95,739648.15,2026-05-16,2026-05-30,,In Transit,
PO002494,SUP020,PROD00422,2380,926.64,2205403.2,2026-06-16,2026-07-20,,In Transit,
PO002495,SUP019,PROD00107,2156,333.0,717948.0,2026-03-25,2026-04-04,2026-04-06,Delivered,
PO002496,SUP008,PROD00470,1665,692.08,1152313.2,2026-01-01,2026-01-08,2026-01-13,Delivered,
PO002497,SUP003,PROD00388,121,387.1,46839.1,2025-03-04,2025-03-26,2025-04-02,Delayed,Carrier capacity shortage
PO002498,SUP006,PROD00043,385,570.46,219627.1,2025-10-12,2025-11-08,2025-11-11,Delivered,
PO002499,SUP011,PROD00216,717,632.95,453825.15,2025-11-25,2025-12-06,2025-12-08,Delivered,
PO002500,SUP018,PROD00006,143,819.64,117208.52,2025-08-04,2025-08-25,2025-08-23,Delivered,
PO002501,SUP020,PROD00037,1476,50.72,74862.72,2025-06-02,2025-06-25,2025-07-19,Delayed,Raw material shortage
PO002502,SUP003,PROD00004,1185,613.88,727447.8,2025-01-25,2025-02-05,2025-02-09,Delivered,
PO002503,SUP017,PROD00236,70,201.62,14113.4,2026-06-08,2026-07-02,2026-07-02,Delivered,
PO002504,SUP020,PROD00160,430,198.89,85522.7,2026-03-02,2026-04-04,2026-04-08,Delivered,
PO002505,SUP012,PROD00259,671,555.69,372867.99,2025-04-28,2025-05-05,2025-05-04,Delivered,
PO002506,SUP013,PROD00324,1729,709.54,1226794.66,2025-04-29,2025-05-12,2025-05-16,Delivered,
PO002507,SUP002,PROD00430,524,1022.24,535653.76,2026-04-23,2026-04-30,2026-04-28,Delivered,
PO002508,SUP006,PROD00318,790,103.49,81757.1,2025-04-26,2025-05-26,2025-05-25,Delivered,
PO002509,SUP014,PROD00335,1878,405.34,761228.52,2025-02-12,2025-02-18,2025-02-15,Delivered,
PO002510,SUP012,PROD00491,1842,426.71,785999.82,2025-05-20,2025-05-30,2025-06-04,Delivered,
PO002511,SUP013,PROD00439,926,662.84,613789.84,2025-09-12,2025-09-25,,Open,
PO002512,SUP002,PROD00115,1607,172.03,276452.21,2025-02-07,2025-02-16,2025-02-19,Delivered,
PO002513,SUP014,PROD00023,1915,745.16,1426981.4,2025-12-12,2025-12-20,2025-12-19,Delivered,
PO002514,SUP020,PROD00500,771,992.68,765356.28,2025-11-05,2025-12-09,2025-12-10,Delivered,
PO002515,SUP013,PROD00088,1667,1164.37,1941004.79,2025-04-13,2025-04-24,2025-04-29,Delivered,
PO002516,SUP014,PROD00172,85,292.47,24859.95,2026-06-22,2026-06-29,,Open,
PO002517,SUP008,PROD00280,1588,305.78,485578.64,2025-12-01,2025-12-08,2025-12-09,Delivered,
PO002518,SUP002,PROD00154,2472,816.28,2017844.16,2025-05-12,2025-05-17,,In Transit,
PO002519,SUP017,PROD00337,1483,277.94,412185.02,2025-07-18,2025-08-16,,Cancelled,
PO002520,SUP004,PROD00138,55,907.16,49893.8,2026-01-25,2026-01-31,,In Transit,
PO002521,SUP004,PROD00060,2439,729.04,1778128.56,2025-08-08,2025-08-22,2025-08-21,Delivered,
PO002522,SUP003,PROD00129,535,85.22,45592.7,2026-05-24,2026-06-03,2026-06-16,Delayed,Customs clearance delay
PO002523,SUP004,PROD00202,2301,301.26,693199.26,2025-05-26,2025-06-04,2025-06-06,Delivered,
PO002524,SUP016,PROD00297,583,318.51,185691.33,2025-12-01,2025-12-14,2025-12-15,Delivered,
PO002525,SUP013,PROD00141,689,214.96,148107.44,2025-08-06,2025-08-16,2025-08-14,Delivered,
PO002526,SUP007,PROD00025,270,92.55,24988.5,2025-01-27,2025-02-08,,Cancelled,
PO002527,SUP011,PROD00291,2013,421.25,847976.25,2026-03-09,2026-03-20,2026-03-19,Delivered,
PO002528,SUP007,PROD00035,731,271.39,198386.09,2025-08-25,2025-09-12,2025-09-09,Delivered,
PO002529,SUP004,PROD00362,1816,1168.91,2122740.56,2025-03-04,2025-03-16,2025-03-14,Delivered,
PO002530,SUP020,PROD00443,568,674.38,383047.84,2026-03-13,2026-03-31,2026-03-30,Delivered,
PO002531,SUP018,PROD00018,488,65.45,31939.6,2025-10-16,2025-11-03,,In Transit,
PO002532,SUP019,PROD00107,81,333.0,26973.0,2025-12-17,2025-12-27,2025-12-26,Delivered,
PO002533,SUP012,PROD00444,560,7.63,4272.8,2025-08-16,2025-08-25,2025-08-22,Delivered,
PO002534,SUP006,PROD00462,1711,632.85,1082806.35,2025-01-18,2025-02-16,,Open,
PO002535,SUP008,PROD00408,1899,415.08,788236.92,2026-05-24,2026-06-07,,Open,
PO002536,SUP003,PROD00273,1312,958.68,1257788.16,2026-01-13,2026-01-29,,Open,
PO002537,SUP013,PROD00486,1573,614.94,967300.62,2025-03-08,2025-03-23,2025-03-25,Delivered,
PO002538,SUP018,PROD00026,2014,193.51,389729.14,2025-10-19,2025-11-04,2025-11-17,Delayed,Supplier production delay
PO002539,SUP012,PROD00201,1078,161.27,173849.06,2025-04-19,2025-04-26,,In Transit,
PO002540,SUP015,PROD00442,2323,787.24,1828758.52,2026-04-18,2026-05-04,2026-05-01,Delivered,
PO002541,SUP001,PROD00276,2156,492.61,1062067.16,2025-03-02,2025-03-08,,In Transit,
PO002542,SUP012,PROD00166,2318,478.76,1109765.68,2025-05-06,2025-05-11,2025-05-14,Delivered,
PO002543,SUP019,PROD00042,418,518.72,216824.96,2025-08-24,2025-08-30,2025-08-31,Delivered,
PO002544,SUP019,PROD00364,2279,1137.33,2591975.07,2026-05-16,2026-05-23,2026-05-20,Delivered,
PO002545,SUP003,PROD00388,1884,387.1,729296.4,2025-01-14,2025-02-01,2025-02-03,Delivered,
PO002546,SUP008,PROD00408,1453,415.08,603111.24,2025-04-20,2025-04-27,2025-04-25,Delivered,
PO002547,SUP009,PROD00313,223,486.41,108469.43,2025-03-04,2025-04-05,2025-04-10,Delivered,
PO002548,SUP004,PROD00202,1942,301.26,585046.92,2026-02-23,2026-03-07,2026-03-04,Delivered,
PO002549,SUP013,PROD00499,1228,279.63,343385.64,2025-08-23,2025-09-07,2025-09-04,Delivered,
PO002550,SUP013,PROD00499,2065,279.63,577435.95,2026-01-05,2026-01-23,,Open,
PO002551,SUP010,PROD00094,855,985.56,842653.8,2025-11-04,2025-11-28,2025-12-09,Delayed,Port congestion
PO002552,SUP010,PROD00224,794,908.31,721198.14,2025-01-26,2025-02-13,,In Transit,
PO002553,SUP019,PROD00148,1505,818.95,1232519.75,2025-12-24,2026-01-06,,In Transit,
PO002554,SUP004,PROD00373,2082,423.82,882393.24,2026-04-03,2026-04-14,2026-04-15,Delivered,
PO002555,SUP005,PROD00251,1417,670.96,950750.32,2025-01-31,2025-02-13,2025-02-10,Delivered,
PO002556,SUP005,PROD00322,1698,168.87,286741.26,2025-07-23,2025-08-12,2025-08-24,Delayed,Weather disruption
PO002557,SUP004,PROD00428,1841,94.68,174305.88,2025-06-10,2025-06-22,,Open,
PO002558,SUP005,PROD00270,2446,463.7,1134210.2,2026-02-08,2026-02-24,2026-03-04,Delayed,Supplier production delay
PO002559,SUP001,PROD00104,1995,554.19,1105609.05,2025-03-07,2025-03-20,2025-03-19,Delivered,
PO002560,SUP005,PROD00480,1700,833.68,1417256.0,2025-01-20,2025-01-30,2025-01-31,Delivered,
PO002561,SUP020,PROD00451,2463,245.06,603582.78,2026-03-01,2026-04-01,2026-04-03,Delivered,
PO002562,SUP003,PROD00004,257,613.88,157767.16,2025-01-26,2025-02-17,2025-02-15,Delivered,
PO002563,SUP016,PROD00188,559,834.31,466379.29,2026-04-03,2026-04-17,2026-04-21,Delivered,
PO002564,SUP006,PROD00487,2448,538.23,1317587.04,2025-09-16,2025-10-05,2025-10-06,Delivered,
PO002565,SUP004,PROD00078,2311,733.51,1695141.61,2025-08-30,2025-09-12,,In Transit,
PO002566,SUP004,PROD00187,1154,1096.68,1265568.72,2025-03-11,2025-03-25,,In Transit,
PO002567,SUP011,PROD00189,1347,1196.73,1611995.31,2025-01-04,2025-01-19,2025-01-17,Delivered,
PO002568,SUP020,PROD00422,205,926.64,189961.2,2025-06-26,2025-07-15,2025-07-20,Delivered,
PO002569,SUP008,PROD00265,1667,553.5,922684.5,2025-11-01,2025-11-15,,In Transit,
PO002570,SUP003,PROD00268,316,328.96,103951.36,2026-06-26,2026-07-13,,In Transit,
PO002571,SUP005,PROD00121,1748,336.34,587922.32,2025-07-23,2025-08-09,2025-08-07,Delivered,
PO002572,SUP003,PROD00004,468,613.88,287295.84,2026-01-27,2026-02-15,2026-02-16,Delivered,
PO002573,SUP013,PROD00106,658,132.45,87152.1,2026-02-25,2026-03-13,,Open,
PO002574,SUP020,PROD00327,2036,602.0,1225672.0,2025-08-10,2025-09-12,2025-09-09,Delivered,
PO002575,SUP009,PROD00354,1370,700.88,960205.6,2026-05-07,2026-06-02,2026-06-01,Delivered,
PO002576,SUP014,PROD00426,2470,432.72,1068818.4,2026-03-24,2026-03-31,2026-04-05,Delivered,
PO002577,SUP014,PROD00335,1877,405.34,760823.18,2025-10-24,2025-11-07,2025-11-05,Delivered,
PO002578,SUP004,PROD00030,726,675.28,490253.28,2025-01-16,2025-01-22,2025-01-23,Delivered,
PO002579,SUP015,PROD00298,1963,425.62,835492.06,2026-03-18,2026-04-07,2026-04-07,Delivered,
PO002580,SUP008,PROD00009,752,291.15,218944.8,2025-02-22,2025-03-07,2025-03-12,Delivered,
PO002581,SUP005,PROD00368,162,365.61,59228.82,2025-04-19,2025-04-30,2025-04-29,Delivered,
PO002582,SUP010,PROD00263,1013,645.21,653597.73,2025-09-23,2025-10-14,2025-11-06,Delayed,Port congestion
PO002583,SUP018,PROD00018,2391,65.45,156490.95,2026-01-14,2026-02-03,,In Transit,
PO002584,SUP009,PROD00149,2444,759.51,1856242.44,2026-06-10,2026-07-14,,Open,
PO002585,SUP011,PROD00291,392,421.25,165130.0,2026-04-05,2026-04-17,,Open,
PO002586,SUP019,PROD00042,2251,518.72,1167638.72,2026-04-01,2026-04-06,,In Transit,
PO002587,SUP012,PROD00166,2131,478.76,1020237.56,2026-05-31,2026-06-14,,Open,
PO002588,SUP019,PROD00390,1684,1110.29,1869728.36,2025-02-01,2025-02-07,,Open,
PO002589,SUP003,PROD00184,542,46.58,25246.36,2025-09-24,2025-10-08,2025-10-07,Delivered,
PO002590,SUP019,PROD00308,2389,255.8,611106.2,2026-04-08,2026-04-18,2026-04-18,Delivered,
PO002591,SUP006,PROD00497,2258,1041.43,2351548.94,2026-03-27,2026-04-30,2026-04-27,Delivered,
PO002592,SUP003,PROD00235,241,846.0,203886.0,2025-06-26,2025-07-06,2025-07-20,Delayed,Weather disruption
